過	EgOL_冎口辶〔CJK〕
𠘍	SbUluMu_冫卤木〔ExtB〕
𣓮	SvUhMu_氵禾木〔ExtB〕
𣿚	SvUluMu_氵卤木〔ExtB〕
𤂈	SvUluMu_氵鹵木〔ExtB〕
泴	SvUm_水皿〔CJK〕
㳑	SvUm_氵皿〔ExtA〕
𣼊	SvUm_氵麥〔ExtB〕
益	SvUm_皿〔兼容文字〕
益	SvUm_皿〔兼容文字〕
涹	SvUhNv_氵禾女〔CJK〕
溇	SvUiNv_氵米女〔CJK〕
㳵	SvUhNz_氵禾子〔ExtA〕
𠯺	SbUbiO_冫匕口〔ExtB〕
𣽿	SvUhOGr_氵禾口〔ExtB〕
𪡢	SpUjO_川臼口〔ExtC〕
𣷓	SvUhO_氵禾口〔ExtB〕
潟	SvUjPkWu_氵臼勹灬〔CJK〕
瀩	SvUhPpEye_氵禾几頁〔CJK〕
𤄍	SvUyPJdGa_氵酉刀田〔ExtB〕
𪶵	SvUhPNf_氵禾丿夫〔ExtC〕
𣵸	SvUzuPp_氵⺮几〔ExtB〕
𣺅	SvUjPkY_氵臼勹〔ExtB〕
𪷿	SvUbiQsEye_氵匕示頁〔ExtC〕
𢢠	SpUsQi_巛心〔ExtB〕
淣	SvUjRe_氵臼儿〔CJK〕
𣻜	SvUzuRnFc_氵⺮亻寸〔ExtB〕
𤃘	SvUjRnGb_氵臼人貝〔ExtB〕
泤	SvUbRn_氵人〔CJK〕
㳛	SvUjRn_氵臼人〔ExtA〕
𣽛	SvUzuRjO_氵⺮亼口〔ExtB〕
潻	SvUhRnSv_氵禾人氺〔CJK〕
𣿇	SvUhRjZQi_氵禾亽ヿ心〔ExtB〕
溲	SvUjSXy_氵臼丨又〔CJK〕
飡	SbUs_冫食〔CJK〕
𩚓	SpUs_巛〔ExtB〕
湌	SvUs_氵食〔CJK〕
𣵷	SvUgaTe_氵甘阝〔ExtB〕
𨜶	SvUmTe_皿阝〔ExtB〕
𠗭	SbUzuTiFc_冫士寸〔ExtB〕
𡽃	SpUsTs_巛山〔ExtB〕
𤅄	SvUzuTaVhXjiWu_氵⺮广䒑〔ExtB〕
𤅕	SvUzuTiZFgHiOFc_氵⺮士乛工一口寸〔ExtB〕
沘	SvUbiUbi_氵匕〔CJK〕
湝	SvUbiUbiBa_氵匕白〔CJK〕
𤅔	SvUzuUlCHiBo_氵⺮耒艹一日〔ExtB〕
𣼋	SvUbiUhEq_氵禾欠〔ExtB〕
𤃡	SvUbiUhEye_氵匕禾頁〔ExtB〕
𣸢	SvUbiUbiQiP_氵匕心丿〔ExtB〕
𤂜	SvUguUguUgu_氵瓜瓜瓜〔ExtB〕
溗	SvUhUv_氵禾北〔CJK〕
𪶕	SvUiU_氵米凵〔ExtC〕
𤀫	SvUxUx_氵辛〔ExtB〕
凼	SvU_水凵〔CJK〕
湫	SvUhWu_氵禾火〔CJK〕
潲	SvUhWiDv_氵禾⺌⺝〔CJK〕
㵞	SvUhWuQi_氵禾火心〔ExtA〕
潷	SvUzuXv_氵⺮聿〔CJK〕
𤄙	SvUzuXvApApHi_氵⺮肀片爿一〔ExtB〕
𤄜	SvUiXmGa_氵米釆田〔ExtB〕
𣶸	SvUhXji_氵禾〔ExtB〕
𤃠	SvUsXzNv_氵爫女〔ExtB〕
𣺱	SvUzuXjiP_氵⺮丿〔ExtB〕
㳯	SvUx_氵辛〔ExtA〕
𨠆	SvUy_水酉〔ExtB〕
瀄	SvUzuZgZi_氵⺮卩〔CJK〕
𪶪	SvUyZj_氵酉己〔ExtC〕
𣵛	SvUhZn_氵禾乃〔ExtB〕
𤃾	SvUzuZgUm_氵⺮艮皿〔ExtB〕
𪶈	SvUiZ_氵米乛〔ExtC〕
水	Sv_水〔CJK〕
氵	Sv_水〔CJK〕
	Sv_水〔私用区〕
	Sv_水〔私用区〕
	Sv_水〔私用区〕
	Sv_水〔私用区〕
	Sv_水〔私用区〕
	Sv_水〔私用区〕
	Sv_水〔私用区〕
氺	Sv_水〔CJK〕
⺡	Sv_水〔部首补充〕
⺢	Sv_水〔部首补充〕
⽔	Sv_水〔康熙部首〕
𣱱	Sv_水〔ExtB〕
潧	SvVbAkWiBo_氵丷囗⺌曰〔CJK〕
汃	SvVb_氵八〔CJK〕
𣱺	SvVb_水八〔ExtB〕
溯	SvVhCDv_氵䒑月〔CJK〕
洴	SvVhCg_氵䒑廾〔CJK〕
渆	SvVhCgJd_氵䒑廾刂〔CJK〕
㴊	SvVhCJd_氵䒑刂〔ExtA〕
湔	SvVhDvJd_氵䒑⺝刂〔CJK〕
𪷇	SvVhDvJdJd_氵䒑⺝刂刀〔ExtC〕
𤏄	SvVhDvJdWu_氵䒑月刂灬〔ExtB〕
洕	SvVbDv_氵八⺝〔CJK〕
渞	SvVhEi_氵䒑自〔CJK〕
𣿪	SvVhEiL_氵䒑自辶〔ExtB〕
𣳩	SvVeEq_氵二欠〔ExtB〕
泮	SvVbF_氵丷〔CJK〕
冸	SbVbF_冫丷〔CJK〕
滃	SvVbGsiEv_氵八厶羽〔CJK〕
𤁫	SvVbGsiReEye_氵八厶儿頁〔ExtB〕
㳂	SvVbGsi_氵八厶〔ExtA〕
𣷨	SvVhHiReJd_氵䒑一儿刂〔ExtB〕
㳕	SvVbHv_氵丷三〔ExtA〕
汾	SvVbJd_氵八刀〔CJK〕
𠖲	SbVbJd_冫八刀〔ExtB〕
涕	SvVbJgQbu_氵丷弓〔CJK〕
𡋇	SbVbJdTu_冫八刀土〔ExtB〕
𡌂	SvVbJdTu_氵八刀土〔ExtB〕
𣴞	SvVbJdTu_氵八刀土〔ExtB〕
𣴞	SvVbJdTu_氵八刀土〔兼容增补〕
湓	SvVbJdUm_氵八刀皿〔CJK〕
𥁣	SbVbJdUm_冫八刀皿〔ExtB〕
𥁳	SvVbJdUm_氵八刀皿〔ExtB〕
𥂆	SvVeJgeUm_氵二戈皿〔ExtB〕
澻	SvVbKsiL_氵丷豕辶〔CJK〕
㴚	SvVbKsi_氵丷豕〔ExtA〕
渕	SvVhNrJd_氵䒑大刂〔CJK〕
𣷃	SvVhNrFi_氵䒑大力〔ExtB〕
浂	SvVhNr_氵䒑大〔CJK〕
漛	SvVbNfSv_氵丷夫氺〔CJK〕
𣼃	SvVbNfUh_氵丷夫禾〔ExtB〕
潫	SvVbNfYs_氵丷夫糸〔CJK〕
淃	SvVbNfZi_氵丷夫⺋〔CJK〕
涗	SvVbORe_氵八口儿〔CJK〕
涚	SvVbORe_氵丷口儿〔CJK〕
𣵋	SvVePv_氵二用〔ExtB〕
沅	SvVeRe_氵二儿〔CJK〕
澊	SvVbUyFc_氵丷酉寸〔CJK〕
𣾇	SvVbUyNr_氵丷酉大〔ExtB〕
湭	SvVbUy_氵丷酉〔CJK〕
湴	SvVhWh_氵䒑业〔CJK〕
潽	SvVhWhBo_氵䒑业日〔CJK〕
滏	SvVbXJr_氵八乂〔CJK〕
𪞪	SbVbXJr_冫八乂〔ExtC〕
㵚	SvVbXJr_氵八乂金〔ExtA〕
㳇	SvVbX_氵八乂〔ExtA〕
溓	SvVhXjiWu_氵䒑〔CJK〕
𣽳	SvVhXjiWuPp_氵䒑几〔ExtB〕
𠗳	SbVhXjiWu_冫䒑〔ExtB〕
𤁦	SvVhXjiWuUw_氵䒑瓦〔ExtB〕
滋	SvVhYaYa_氵䒑幺幺〔CJK〕
濨	SvVhYaYaQi_氵䒑幺幺心〔CJK〕
𤂇	SvVhYaYaNzNz_氵䒑幺幺子子〔ExtB〕
𤀟	SvVhYaYaTu_氵䒑幺幺土〔ExtB〕
污	SvVeZ_氵二ㄅ〔CJK〕
𡜂	SvVeZNv_氵二ㄅ女〔ExtB〕
𢙁	SvVeZQi_氵二ㄅ心〔ExtB〕
𥁡	SvVeZUm_氵二ㄅ皿〔ExtB〕
汚	SvVeZ_氵二ㄅ〔CJK〕
𪷪	SvVeZVbJdGb_氵二ㄅ八刀貝〔ExtC〕
流	SvWvSp_氵〔CJK〕
淌	SvWa_氵尚〔CJK〕
𪷟	SvWuAKsi_氵冖豕〔ExtC〕
𤑹	SpWuAsTuKy_巛火罒土〔ExtB〕
灙	SvWaBw_氵黑〔CJK〕
𤅓	SvWiBaWiEye_氵小白小頁〔ExtB〕
𣼓	SvWiBaWi_氵小白小〔ExtB〕
㳰	SvWvCg_氵廾〔ExtA〕
𣳶	SvWwCi_氵不十〔ExtB〕
消	SvWiDv_氵⺌⺝〔CJK〕
𣸛	SvWiDvJd_氵⺌⺝刂〔ExtB〕
淯	SvWvDv_氵⺝〔CJK〕
𣲡	SvWiD_氵小㇏〔ExtB〕
𣷩	SvWuDv_氵火⺝〔ExtB〕
澈	SvWvDvXp_氵⺝攵〔CJK〕
𤅉	SvWsDZgDv_氵⻗丶月〔ExtB〕
濡	SvWsEh_氵⻗而〔CJK〕
𪷌	SvWuEhJd_氵灬而刂〔ExtC〕
𪸀	SvWsEsiVeZXy_氵⻗二コ又〔ExtC〕
渢	SvWf_氵風〔CJK〕
𩖟	SWf_ツ風〔ExtB〕
𣾲	SvWsFGsi_氵⻗厶〔ExtB〕
𣾦	SvWaFs_氵手〔ExtB〕
沨	SvWf_氵风〔CJK〕
澢	SvWaGa_氵田〔CJK〕
㵢	SvWsGa_氵⻗田〔ExtA〕
溑	SvWiGb_氵⺌貝〔CJK〕
𣽱	SvWvGsiGsiDv_氵厶厶⺝〔ExtB〕
𤅒	SvWsGsiGsiGsiRnQi_氵⻗厶厶厶人⺗〔ExtB〕
𤂪	SvWsHc_氵⻗辰〔ExtB〕
𣼻	SvWsHiF_氵一〔ExtB〕
𣳎	SvWwHi_氵不一〔ExtB〕
㴴	SvWuHiWuZ_氵火一火㇗〔ExtA〕
𤁳	SvWsIi_氵⻗言〔ExtB〕
𠞤	SpWsJd_巛雨刂〔ExtB〕
𤂊	SvWhJn_氵斤〔ExtB〕
濧	SvWhKyFc_氵业寸〔CJK〕
𤃊	SvWhKyCCi_氵业⺿十〔ExtB〕
㶋	SvWuKsiCp_氵豕生〔ExtA〕
𤀾	SvWhKyC_氵业⺿〔ExtB〕
𣾴	SvWhKyD_氵业⺶㇏〔ExtB〕
灇	SvWhKyEeXy_氵业⺷耳又〔CJK〕
𤁢	SvWiKzJge_氵小隹戈〔ExtB〕
𪈯	SvWsKzKi_氵⻗隹鳥〔ExtB〕
瀖	SvWsKz_氵⻗隹〔CJK〕
𣼎	SvWiKz_氵小隹〔ExtB〕
𤅟	SvWsLoLO_氵⻊夂口〔ExtB〕
𨓌	SpWuL_巛火辶〔ExtB〕
灀	SvWsMuEmu_氵⻗木目〔CJK〕
瀮	SvWsMuMu_氵⻗木木〔CJK〕
𠗛	SbWvMu_冫木〔ExtB〕
㳿	SvWvMu_氵木〔ExtA〕
𣾱	SvWsNrD_氵⻗大丶〔ExtB〕
𣴒	SvWiNr_氵小大〔ExtB〕
𤅷	SvWsOOOFgRnRn_氵口口口工人人〔ExtB〕
𤅫	SvWsOOORjZd_氵口口口亼龴〔ExtB〕
𤃩	SvWsOOO_氵口口口〔ExtB〕
㳪	SvWwO_氵不口〔ExtA〕
沙	SvWiP_氵小丿〔CJK〕
渻	SvWiPEmu_氵小丿目〔CJK〕
𥆝	SvWiPEmu_氵小丿目〔ExtB〕
㲚	SvWiPEm_氵小丿毛〔ExtA〕
𣺟	SvWiPEv_氵小丿羽〔ExtB〕
挲	SvWiPFs_氵小丿手〔CJK〕
𪟜	SvWiPFi_氵小丿力〔ExtC〕
𣸌	SvWiPHo_氵小丿可〔ExtB〕
𣹇	SvWiPHo_氵小丿可〔ExtB〕
𣾾	SvWiPIhO_氵小丿立口〔ExtB〕
𤄐	SvWsPJdGa_氵刀田〔ExtB〕
鯊	SvWiPKv_氵小丿魚〔CJK〕
𧋊	SvWiPKc_氵小丿虫〔ExtB〕
𩣟	SvWiPKma_氵小丿馬〔ExtB〕
𩣠	SvWiPKma_氵小丿馬〔ExtB〕
𣻖	SvWiPKtuRe_氵小丿儿〔ExtB〕
㸺	SvWiPKu_氵小丿牛〔ExtA〕
鲨	SvWiPKv_氵小丿鱼〔CJK〕
逤	SvWiPL_氵小丿辶〔CJK〕
桬	SvWiPMu_氵小丿木〔CJK〕
娑	SvWiPNv_氵小丿女〔CJK〕
𣯌	SvWiPNvEm_氵小丿女毛〔ExtB〕
硰	SvWiPTo_氵小丿石〔CJK〕
𪶼	SvWiPTiO_氵小丿士口〔ExtC〕
𡋷	SvWiPTu_氵小丿土〔ExtB〕
䣉	SvWiPTyi_氵小丿邑〔ExtA〕
𥁲	SvWiPUm_氵小丿皿〔ExtB〕
𣲦	SvWiP_水小丿〔ExtB〕
𣿋	SvWsPVbF_氵丿丷〔ExtB〕
裟	SvWiPYi_氵小丿衣〔CJK〕
𦀟	SvWiPYs_氵小丿糸〔ExtB〕
乷	SvWiPZyi_氵小丿乙〔CJK〕
㵡	SvWsPkZsi_氵⻗勹巳〔ExtA〕
汽	SvWq_氵气〔CJK〕
𪷋	SvWsQCi_氵十〔ExtC〕
𤃍	SvWsQv_氵⻗非〔ExtB〕
洸	SvWr_氵光〔CJK〕
㓍	SbWvRe_冫儿〔ExtA〕
𣺼	SvWaRe_氵儿〔ExtB〕
㳘	SvWvRe_氵儿〔ExtA〕
𣴕	SvWuRe_氵火儿〔ExtB〕
𣾳	SvWsRnUb_氵⻗亻〔ExtB〕
𤀍	SvWsRnY_氵⻗人彡〔ExtB〕
澪	SvWsRjZd_氵⻗亽龴〔CJK〕
𪞮	SbWsRjZd_冫⻗亽龴〔ExtC〕
鎏	SvWvSpJr_氵金〔CJK〕
瑬	SvWvSpGv_氵玉〔CJK〕
𪷳	SvWsSvHiYj_氵⻗氵一巾〔ExtC〕
𪃂	SvWvSpKi_氵鳥〔ExtB〕
𣻤	SvWvSpMu_水木〔ExtB〕
流	SvWvSp_氵〔兼容增补〕
流	SvWvSp_氵〔兼容文字〕
流	SvWvSp_氵〔兼容文字〕
𣹭	SvWvSpSv_氵水〔ExtB〕
𣹳	SvWvSpSv_水水〔ExtB〕
𡏬	SvWvSpTu_氵土〔ExtB〕
𣷌	SvWs_氵〔ExtB〕
𤂝	SvWsSv_氵雨水〔ExtB〕
漟	SvWaTu_氵土〔CJK〕
災	SpWu_巛火〔CJK〕
𣹌	SvWuUh_氵火禾〔ExtB〕
滊	SvWqUi_氵气米〔CJK〕
𣿜	SvWuUhQi_氵火禾心〔ExtB〕
𤆲	SvWu_水火〔ExtB〕
𣲧	SvWu_氵火〔ExtB〕
沄	SvWv_氵云〔CJK〕
澲	SvWhVhMw_氵业䒑未〔CJK〕
淡	SvWuWu_氵火火〔CJK〕
澇	SvWuWuAFi_氵火火冖力〔CJK〕
𤁽	SvWuWuAEmu_氵火火冖目〔ExtB〕
瀅	SvWuWuAGv_氵火火冖玉〔CJK〕
灐	SvWuWuAJr_氵火火冖金〔CJK〕
㶈	SvWuWuAKc_氵火火冖虫〔ExtA〕
濚	SvWuWuAMu_氵火火冖木〔CJK〕
瀯	SvWuWuAOO_氵火火冖口口〔CJK〕
濴	SvWuWuASv_氵火火冖水〔CJK〕
𣿩	SvWuWuATu_氵火火冖土〔ExtB〕
濙	SvWuWuAWu_氵火火冖火〔CJK〕
瀠	SvWuWuAYs_氵火火冖糸〔CJK〕
𤃨	SvWuWuEa_氵火火面〔ExtB〕
𩉀	SvWuWuEa_氵火火面〔ExtB〕
𫞜	SvWhWs_氵业雨〔ExtD〕
𣶷	SvWuWu_水火火〔ExtB〕
𣷇	SvWuWu_氵火灬〔ExtB〕
㳅	SvWw_氵不〔ExtA〕
澐	SvWsWv_氵⻗云〔CJK〕
𢞾	SbWwXpQi_冫不攵心〔ExtB〕
灞	SvWsYgeDv_氵⻗革月〔CJK〕
𤃸	SvWsYge_氵⻗革〔ExtB〕
𣻸	SvWaYj_氵巾〔ExtB〕
淨	SvXzXv_氵爫〔CJK〕
浸	SvXjiAXy_氵彐冖又〔CJK〕
潚	SvXvApApHi_氵肀片爿一〔CJK〕
𤅚	SvXxAHiOADh_氵冂一口冖且〔ExtB〕
𣺧	SvXzAHiTs_氵爫冖一山〔ExtB〕
𤅥	SvXzAsUuXy_氵爫罒鬯又〔ExtB〕
涭	SvXzAXy_氵爫冖又〔CJK〕
㓎	SbXjiAXy_冫彐冖又〔ExtA〕
浸	SvXjiAXy_氵彐冖又〔兼容增补〕
㴆	SvXjiAYj_氵彐冖巾〔ExtA〕
𣹰	SvXjiAYjXy_氵彐冖巾又〔ExtB〕
𣺎	SvXjiAYjXy_氵冖巾又〔ExtB〕
灂	SvXzAsZgFc_氵爫罒寸〔CJK〕
𠘣	SbXzAsZgFc_冫爫罒寸〔ExtB〕
𤅪	SvXzAsZgFc_氵爫罒寸〔ExtB〕
𣻱	SvXvBoHi_氵聿日一〔ExtB〕
𣻥	SvXxBo_氵⺽日〔ExtB〕
汥	SvXc_氵支〔CJK〕
𣲰	SvXc_水支〔ExtB〕
汊	SvXyD_氵又丶〔CJK〕
溞	SvXyDKc_氵又丶虫〔CJK〕
㳗	SvXyDTu_氵又丶土〔ExtA〕
漞	SvXzEr_氵爫見〔CJK〕
𤅛	SvXxExHc_氵囟辰〔ExtB〕
𤄚	SvXxExHiWu_氵囟一火〔ExtB〕
𤄻	SvXxExNrZsi_氵囟大巳〔ExtB〕
浠	SvXFYj_氵㐅巾〔CJK〕
𪞝	SbXyF_冫又〔ExtC〕
浖	SvXzFc_氵爫寸〔CJK〕
浔	SvXjiFc_氵彐寸〔CJK〕
㳔	SvXyFc_氵又寸〔ExtA〕
淆	SvXFDv_氵㐅⺝〔CJK〕
泾	SvXyFg_氵ス工〔CJK〕
㶁	SvXzFcKhu_氵爫寸虎〔ExtA〕
潯	SvXjiFgOFc_氵彐工口寸〔CJK〕
泽	SvXyF_氵又〔CJK〕
濦	SvXzFgXjiQi_氵爫工彐心〔CJK〕
淫	SvXzGr_氵爫壬〔CJK〕
潘	SvXmGa_氵釆田〔CJK〕
𤄤	SvXmGaCCv_氵釆田艹〔ExtB〕
𤁿	SvXvGaDv_氵田⺝〔ExtB〕
澅	SvXvGaHi_氵田一〔CJK〕
𠗝	SbXzGr_冫爫壬〔ExtB〕
湲	SvXzHiFXy_氵爫一又〔CJK〕
𣹂	SvXjiHiJx_氵一殳〔ExtB〕
㵰	SvXxHiZSCv_氵一ㄅ丨〔ExtA〕
𣺨	SvXpJr_氵攵〔ExtB〕
滛	SvXzJgU_氵爫干凵〔兼容文字〕
𪫆	SvXji_氵彐〔ExtC〕
㴋	SvXvJVb_氵肀八〔ExtA〕
滩	SvXyKz_氵又隹〔CJK〕
湕	SvXvL_氵聿廴〔CJK〕
𠢶	SpXxMuFi_巛⺽木力〔ExtB〕
𠟾	SpXxMuJd_巛⺽木刂〔ExtB〕
𠟿	SpXxMuJd_巛⺽木刀〔ExtB〕
𣻑	SvXMuJx_氵㐅木殳〔ExtB〕
𣻑	SvXMuJx_氵㐅木殳〔兼容增补〕
鄛	SpXxMuTe_巛⺽木阝〔兼容增补〕
𠗡	SbXzMu_冫爫木〔ExtB〕
巢	SpXxMu_巛⺽木〔兼容增补〕
𣵏	SvXjiMu_氵木〔ExtB〕
𣶶	SvXzMu_氵爫木〔ExtB〕
浮	SvXzNz_氵爫子〔CJK〕
渓	SvXzNf_氵爫夫〔CJK〕
𤂆	SvXzNzKhu_氵爫子虎〔ExtB〕
𪃽	SvXzNzKi_氵爫子鳥〔ExtB〕
浽	SvXzNv_氵爫女〔CJK〕
㳶	SvXzNzZ_氵爫子乚〔ExtA〕
㐢	SvXzNzZyi_氵爫子乙〔ExtA〕
𠳛	SvXpO_氵攵口〔ExtB〕
潙	SvXzPZZZWu_氵爫丿ヿヿヿ灬〔CJK〕
涒	SvXjiPO_氵丿口〔CJK〕
𪷧	SvXjiPOKy_氵丿口羊〔ExtC〕
㴫	SvXjiPOTe_氵丿口阝〔ExtA〕
𣲏	SvXp_氵攴〔ExtB〕
㳊	SvXp_氵攵〔ExtA〕
𣲫	SvXjiP_氵丿〔ExtB〕
𣷈	SvXvPv_氵肀〔ExtB〕
𣹄	SvXzPv_氵爫用〔ExtB〕
㴽	SvXmQi_氵釆心〔ExtA〕
𪶴	SvXzRuBo_氵爪入日〔ExtC〕
㴞	SvXzSBo_氵爫丨日〔ExtA〕
𤃗	SvXxSvUm_氵水皿〔ExtB〕
𣵌	SvXjiSv_氵彐水〔ExtB〕
堻	SvXvTu_氵聿土〔CJK〕
𣲾	SvXyTu_氵又土〔ExtB〕
滔	SvXzUj_氵爫臼〔CJK〕
滛	SvXzUf_氵爫缶〔CJK〕
𣶧	SvXUPL_氵㐅凵丿夊〔ExtB〕
𣳸	SvXURe_氵㐅凵儿〔ExtB〕
汹	SvXU_氵㐅凵〔CJK〕
津	SvXv_氵聿〔CJK〕
㲼	SvX_氵乂〔ExtA〕
冿	SbXv_冫聿〔CJK〕
濜	SvXvWuUm_氵灬皿〔CJK〕
𤀷	SvXvWvDv_氵聿⺼〔ExtB〕
𤄼	SvXvWuUmWu_氵灬皿火〔ExtB〕
𤄸	SvXvWuUmWu_氵灬皿火〔ExtB〕
凈	SbXzXv_冫爫〔CJK〕
灚	SvXxXxAEr_氵爻冖見〔CJK〕
㶅	SvXxXxANz_氵爻冖子〔ExtA〕
𪸊	SvXzXvTuTuTuHiRe_氵爫土土土一儿〔ExtC〕
涰	SvXyXyXyXy_氵又又又又〔CJK〕
𣿫	SvXyXyXyADh_氵又又又冖且〔ExtB〕
𪶽	SvXyXyXyMu_氵又又又木〔ExtC〕
𪵽	SvXyXyXy_氵又又又〔ExtC〕
𣳭	SvXzXy_氵爫又〔ExtB〕
溪	SvXzYaNr_氵爫幺大〔CJK〕
鸂	SvXzYaNrKi_氵爫幺大鳥〔CJK〕
㶉	SvXzYaNrKi_氵爫幺大鸟〔ExtA〕
𤄬	SvXzYaNrKz_氵爫幺大隹〔ExtB〕
𪷶	SvXzYaNrRjZd_氵爫幺大亽龴〔ExtC〕
𥂵	SvXvYUm_氵聿彡皿〔ExtB〕
汉	SvXy_氵又〔CJK〕
𣸁	SvXvY_氵聿彡〔ExtB〕
沠	SvXz_氵爪〔CJK〕
𢀀	SpXxZ_巛⺽乚〔ExtB〕
𣲖	SvXz_氵爪〔ExtB〕
𪵯	SvXz_氵爫〔ExtC〕
池	SvYe_氵也〔CJK〕
瀤	SvYiAsSv_氵衣罒水〔CJK〕
㵝	SvYiAvO_氵衣口〔ExtA〕
𤄋	SvYsAcQi_氵糹囱心〔ExtB〕
𣻀	SvYsARn_氵糹冂人〔ExtB〕
𠘠	SbYiAsSv_冫衣罒水〔ExtB〕
𤁗	SvYsBaYj_氵糹白巾〔ExtB〕
涱	SvYc_氵長〔CJK〕
𣸠	SvYaEdJd_氵幺歹刂〔ExtB〕
𪶞	SvYjEo_氵巾舌〔ExtC〕
𣿁	SvYvEq_氵㡀欠〔ExtB〕
泑	SvYaFi_氵幺力〔CJK〕
𣼷	SvYgeFi_氵革力〔ExtB〕
𠘚	SbYmFs_冫麻手〔ExtB〕
㴖	SvYge_氵革〔ExtA〕
𪷉	SvYsGa_氵糹田〔ExtC〕
𤁖	SvYiGaMu_氵衤田木〔ExtB〕
𣿞	SvYiGaTu_氵衣田土〔ExtB〕
𤅤	SvYcHiYv_氵镸一〔ExtB〕
㳖	SvYi_氵衣〔ExtA〕
濰	SvYsKz_氵糹隹〔CJK〕
𤀼	SvYsKjiSv_氵糸彑氺〔ExtB〕
潍	SvYsKz_氵纟隹〔CJK〕
𣻕	SvYm_氵⿇〔ExtB〕
𤀽	SvYsNrHo_氵糹大可〔ExtB〕
𣴌	SvYaNr_氵幺大〔ExtB〕
瀼	SvYiOOCjHi_氵衣口口一〔CJK〕
𠗪	SbYiO_冫衣口〔ExtB〕
滖	SvYiOHi_氵衣口一〔CJK〕
𤅭	SvYiOOZjFgXx_氵衣口口己工爻〔ExtB〕
𪶦	SvYiO_氵衣口〔ExtC〕
灖	SvYmQv_氵麻非〔CJK〕
𣷒	SvYsRnGw_氵人王〔ExtB〕
𣾵	SvYsRKb_氵糹⺈巴〔ExtB〕
𣴍	SvYs_氵糸〔ExtB〕
𤂁	SvYsTiAKu_氵糹士冖牛〔ExtB〕
𦈳	SvYeUf_氵也缶〔ExtB〕
滾	SvYiVbO_氵衣八口〔CJK〕
𣲀	SvY_氵彡〔ExtB〕
滚	SvYiVbGsi_氵衣八厶〔CJK〕
湋	SvYw_氵韋〔CJK〕
𣲗	SvYw_氵韦〔ExtB〕
潎	SvYvXp_氵㡀攵〔CJK〕
𣷕	SvYsXy_氵糸又〔ExtB〕
𣳯	SvYaYa_氵幺幺〔ExtB〕
𤃰	SvYmYs_氵⿇糸〔ExtB〕
𪷜	SvYsYs_氵糸糸〔ExtC〕
涵	SvZSvU_氵乛氺凵〔CJK〕
𠁢	SZ_丨㇅〔ExtB〕
𠗴	SbZdAkKy_冫龴囗〔ExtB〕
𣹢	SvZdAkKy_氵龴囗〔ExtB〕
𠖬	SbZ_冫乚〔ExtB〕
汛	SvZCi_氵⺄十〔CJK〕
𣲌	SvZCi_氵⺄十〔ExtB〕
澦	SvZvEye_氵予頁〔CJK〕
滪	SvZvEye_氵予页〔CJK〕
𪵶	SvZjFi_氵己力〔ExtC〕
泿	SvZg_氵艮〔CJK〕
溉	SvZgHr_氵旡〔CJK〕
汈	SvZHi_氵㇀〔CJK〕
泀	SvZHiO_氵一口〔CJK〕
氾	SvZi_氵⺋〔CJK〕
𣲆	SvZj_氵己〔ExtB〕
𤂻	SvZvKx_氵予〔ExtB〕
𨑎	SZL_亅フ辶〔ExtB〕
𣻇	SvZgL_氵艮辶〔ExtB〕
𣱽	SvZn_氵乃〔ExtB〕
涌	SvZdPv_氵龴〔CJK〕
湧	SvZdPvFi_氵龴力〔CJK〕
𣷋	SvZPKc_氵⺄丿虫〔ExtB〕
𣻢	SvZdPvL_氵龴辶〔ExtB〕
慂	SvZdPvQi_氵龴心〔CJK〕
𣲄	SvZRn_氵ㄥ人〔ExtB〕
凹	SZSZHi_丨ㄅ丨ㄅ一〔CJK〕
洆	SvZSvHi_氵乛水一〔CJK〕
㴍	SvZSvHv_氵乛水三〔ExtA〕
𠗙	SbZSvU_冫乛氺凵〔ExtB〕
汜	SvZsi_氵巳〔CJK〕
兕	SZSZHiRe_丨ㄅ丨ㄅ一儿〔CJK〕
𢍭	SZSZHiGsiCgGsiCg_丨ㄅ丨ㄅ一厶廾厶廾〔ExtB〕
𩡿	SZSZHiKma_丨ㄅ丨ㄅ一馬〔ExtB〕
𧰽	SZSZHiKsi_丨ㄅ丨ㄅ一〔ExtB〕
𧱃	SZSZHiKsi_丨ㄅ丨ㄅ一豕〔ExtB〕
𤉡	SZSZHiPkWu_丨ㄅ丨ㄅ一勹灬〔ExtB〕
𠒅	SZSZHiRe_丨ㄅ丨ㄅ一儿〔ExtB〕
𠚆	SZSZHiS_丨ㄅ丨ㄅ一丨〔ExtB〕
沑	SvZTu_氵ヿ土〔CJK〕
𥒟	SvZsiTo_氵巳石〔ExtB〕
𣴧	SvZTuTu_氵乚土土〔ExtB〕
䀀	SvZiUm_氵⺋皿〔ExtA〕
汿	SvZv_氵予〔CJK〕
𣱴	SvZ_氵乛〔ExtB〕
沀	SvZv_水予〔CJK〕
溋	SvZnXyUm_氵乃又皿〔CJK〕
汤	SvZY_氵ㄋ〔CJK〕
𠖰	SbZy_冫已〔ExtB〕
㲸	SvZyi_氵乙〔ExtA〕
烫	SvZYWu_氵ㄋ火〔CJK〕
潠	SvZsiZsiCCv_氵巳巳艹〔CJK〕
𤂿	SvZsiZsiCCvL_氵巳巳艹辶〔ExtB〕
𣵬	SvZjZHk_氵己コ匚〔ExtB〕
𣹜	SvZgZi_氵卩〔ExtB〕
